 Time,Division,Ensemble,Scenario,Percentile,tasmax,tasmin,pr
1950-02-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,  -13.50,  -26.00,    1.10      
1950-02-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,  -14.79,  -27.93,    0.99      
1950-02-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,  -15.00,  -23.80,    0.40      
1950-02-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,  -14.00,  -22.60,    0.40      
1950-02-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,  -13.50,  -22.20,    0.50      
1950-02-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,  -12.50,  -21.80,    0.80      
1950-02-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,  -11.40,  -21.30,    0.90      
1950-02-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,  -13.27,  -22.28,    0.57      
1950-02-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -9.30,  -27.90,    0.00      
1950-02-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -8.70,  -26.90,    0.00      
1950-02-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -8.40,  -26.60,    0.00      
1950-02-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -8.10,  -26.30,    0.00      
1950-02-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -7.60,  -25.60,    0.00      
1950-02-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -8.41,  -26.63,    0.00      
1950-02-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -6.20,  -17.20,    0.50      
1950-02-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -5.00,  -16.00,    0.60      
1950-02-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -4.60,  -15.40,    0.80      
1950-02-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -4.20,  -15.10,    0.80      
1950-02-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -3.60,  -14.60,    0.80      
1950-02-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -4.65,  -15.60,    0.73      
1950-02-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -8.90,  -18.90,    0.90      
1950-02-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -8.20,  -18.20,    1.00      
1950-02-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -7.50,  -17.90,    1.00      
1950-02-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -6.50,  -17.70,    1.10      
1950-02-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -5.50,  -17.20,    1.20      
1950-02-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -7.33,  -17.97,    1.01      
1950-02-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -0.30,  -14.30,    0.80      
1950-02-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    0.20,  -13.90,    0.90      
1950-02-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    0.70,  -13.70,    0.90      
1950-02-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    1.30,  -13.60,    0.90      
1950-02-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    1.70,  -13.10,    0.90      
1950-02-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    0.75,  -13.72,    0.88      
1950-02-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -0.90,  -13.30,    0.40      
1950-02-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -0.50,  -12.20,    0.50      
1950-02-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -0.40,  -11.30,    0.50      
1950-02-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -0.10,  -10.50,    0.50      
1950-02-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    1.20,   -8.80,    0.60      
1950-02-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -0.30,  -11.34,    0.49      
1950-02-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    3.60,   -8.20,    0.50      
1950-02-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    4.60,   -6.60,    0.80      
1950-02-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    4.80,   -6.30,    0.90      
1950-02-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    4.90,   -6.00,    1.00      
1950-02-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    5.10,   -5.40,    1.10      
1950-02-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    4.69,   -6.35,    0.87      
1950-02-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -4.60,  -17.20,    1.10      
1950-02-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -4.10,  -16.50,    1.60      
1950-02-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -3.70,  -16.10,    1.90      
1950-02-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -3.50,  -15.30,    2.50      
1950-02-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -2.70,  -14.30,    3.00      
1950-02-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -3.75,  -15.94,    2.00      
1950-02-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -7.20,  -23.30,    0.20      
1950-02-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -6.50,  -22.60,    0.20      
1950-02-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -6.30,  -22.10,    0.30      
1950-02-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -6.10,  -21.60,    0.40      
1950-02-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -5.20,  -21.00,    0.70      
1950-02-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -6.29,  -22.12,    0.34      
1950-02-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -1.50,  -19.00,    1.10      
1950-02-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -0.80,  -18.10,    1.20      
1950-02-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -0.60,  -17.50,    1.20      
1950-02-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -0.50,  -16.90,    1.30      
1950-02-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -0.20,  -16.30,    1.30      
1950-02-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -0.65,  -17.55,    1.22      
1950-02-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -4.40,  -23.90,    0.90      
1950-02-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -3.80,  -23.20,    1.00      
1950-02-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -3.20,  -22.70,    1.10      
1950-02-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -2.80,  -22.40,    1.20      
1950-02-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -2.20,  -21.90,    1.60      
1950-02-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -3.30,  -22.80,    1.15      
1950-02-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,  -14.70,  -29.30,    0.00      
1950-02-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,  -14.30,  -28.90,    0.00      
1950-02-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,  -13.80,  -28.60,    0.00      
1950-02-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,  -13.10,  -28.30,    0.00      
1950-02-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,  -11.50,  -26.20,    0.10      
1950-02-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,  -13.67,  -28.56,    0.02      
1950-02-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,  -17.90,  -31.50,    0.00      
1950-02-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,  -17.70,  -31.00,    0.00      
1950-02-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,  -17.50,  -30.90,    0.00      
1950-02-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,  -17.20,  -30.70,    0.00      
1950-02-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,  -16.70,  -30.00,    0.10      
1950-02-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,  -17.46,  -30.86,    0.01      
1950-02-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,  -14.30,  -32.40,    0.00      
1950-02-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,  -14.10,  -32.00,    0.00      
1950-02-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,  -14.00,  -31.80,    0.00      
1950-02-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,  -14.00,  -31.50,    0.10      
1950-02-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,  -13.60,  -30.80,    0.10      
1950-02-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,  -14.04,  -31.74,    0.04      
1950-02-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,  -11.90,  -30.60,    0.00      
1950-02-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,  -11.40,  -29.70,    0.10      
1950-02-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,  -11.20,  -29.20,    0.10      
1950-02-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,  -11.00,  -28.70,    0.10      
1950-02-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,  -10.40,  -27.80,    0.20      
1950-02-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,  -11.24,  -29.22,    0.09      
1950-02-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -1.90,  -25.60,    0.20      
1950-02-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -1.40,  -24.80,    0.30      
1950-02-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -1.20,  -24.60,    0.40      
1950-02-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -1.10,  -24.40,    0.40      
1950-02-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -0.60,  -23.10,    0.40      
1950-02-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -1.23,  -24.58,    0.36      
1950-02-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    5.50,   -8.10,    0.00      
1950-02-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    5.90,   -6.00,    0.30      
1950-02-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    6.00,   -5.70,    0.30      
1950-02-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    6.00,   -5.60,    0.40      
1950-02-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    6.20,   -5.10,    0.50      
1950-02-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    5.94,   -5.92,    0.33      
1950-03-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    2.30,   -4.40,    0.80      
1950-03-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    3.40,   -3.10,    0.90      
1950-03-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    4.30,   -2.50,    1.00      
1950-03-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    5.40,   -1.50,    1.10      
1950-03-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    7.00,    0.30,    1.20      
1950-03-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    4.37,   -2.29,    0.99      
1950-03-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -1.10,  -18.80,    1.90      
1950-03-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -0.50,  -18.00,    2.20      
1950-03-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    0.30,  -17.20,    2.40      
1950-03-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    0.70,  -16.30,    2.60      
1950-03-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    1.50,  -14.20,    3.30      
1950-03-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    0.17,  -17.07,    2.41      
1950-03-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,  -11.90,  -23.00,    2.60      
1950-03-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,  -10.80,  -22.00,    3.10      
1950-03-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,  -10.20,  -21.60,    3.40      
1950-03-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -9.50,  -21.40,    3.80      
1950-03-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -8.30,  -20.80,    4.50      
1950-03-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,  -10.17,  -21.70,    3.47      
1950-03-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,  -11.70,  -32.30,    0.00      
1950-03-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,  -10.80,  -30.70,    0.00      
1950-03-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,  -10.20,  -30.20,    0.00      
1950-03-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -9.50,  -29.50,    0.00      
1950-03-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -8.20,  -27.50,    0.10      
1950-03-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,  -10.16,  -30.13,    0.01      
1950-03-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -8.50,  -34.00,    0.00      
1950-03-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -8.20,  -33.30,    0.00      
1950-03-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -8.00,  -32.90,    0.00      
1950-03-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -7.70,  -32.30,    0.00      
1950-03-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -7.00,  -31.00,    0.00      
1950-03-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -7.94,  -32.76,    0.00      
1950-03-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -3.40,  -27.20,    0.00      
1950-03-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -3.10,  -26.50,    0.00      
1950-03-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -2.80,  -25.80,    0.10      
1950-03-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -2.50,  -25.30,    0.10      
1950-03-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -2.00,  -24.50,    0.10      
1950-03-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -2.79,  -25.89,    0.05      
1950-03-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -2.30,  -13.80,    1.60      
1950-03-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -1.70,  -12.90,    1.90      
1950-03-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -1.60,  -12.30,    2.00      
1950-03-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -1.50,  -11.90,    2.10      
1950-03-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -1.10,  -11.30,    2.40      
1950-03-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -1.64,  -12.41,    1.99      
1950-03-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -2.80,  -21.50,    0.20      
1950-03-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -2.40,  -21.10,    0.50      
1950-03-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -2.20,  -20.80,    0.50      
1950-03-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -1.90,  -20.00,    0.60      
1950-03-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -1.60,  -18.50,    0.60      
1950-03-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -2.18,  -20.52,    0.52      
1950-03-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -3.30,  -24.00,    0.00      
1950-03-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -2.80,  -23.60,    0.00      
1950-03-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -2.60,  -23.20,    0.00      
1950-03-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -2.30,  -23.00,    0.00      
1950-03-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -1.90,  -22.70,    0.10      
1950-03-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -2.60,  -23.31,    0.01      
1950-03-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    1.20,  -13.20,    0.90      
1950-03-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    1.70,  -12.40,    1.10      
1950-03-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    2.10,  -11.70,    1.10      
1950-03-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    2.50,  -11.20,    1.20      
1950-03-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    3.20,  -10.50,    1.30      
1950-03-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    2.12,  -11.81,    1.12      
1950-03-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    0.60,  -25.40,    0.90      
1950-03-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    1.00,  -24.70,    0.90      
1950-03-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    1.20,  -23.90,    1.00      
1950-03-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    1.40,  -23.40,    1.10      
1950-03-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    2.00,  -22.90,    1.40      
1950-03-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    1.20,  -24.05,    1.03      
1950-03-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,  -15.00,  -32.50,    0.20      
1950-03-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,  -14.40,  -31.00,    0.30      
1950-03-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,  -13.90,  -30.40,    0.40      
1950-03-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,  -13.40,  -30.00,    0.60      
1950-03-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,  -12.20,  -27.90,    1.10      
1950-03-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,  -13.89,  -30.54,    0.45      
1950-03-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,  -17.70,  -36.70,    0.00      
1950-03-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,  -17.40,  -35.70,    0.00      
1950-03-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,  -17.10,  -35.50,    0.00      
1950-03-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,  -16.60,  -35.10,    0.00      
1950-03-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,  -15.80,  -34.60,    0.00      
1950-03-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,  -16.95,  -35.41,    0.00      
1950-03-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,  -12.70,  -36.70,    0.00      
1950-03-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,  -12.10,  -36.40,    0.00      
1950-03-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,  -11.90,  -36.10,    0.00      
1950-03-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,  -11.80,  -35.80,    0.00      
1950-03-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,  -11.50,  -35.40,    0.00      
1950-03-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,  -11.95,  -36.11,    0.00      
1950-03-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -8.70,  -31.30,    0.00      
1950-03-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -8.40,  -30.70,    0.00      
1950-03-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -8.10,  -30.50,    0.00      
1950-03-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -8.00,  -30.20,    0.00      
1950-03-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -7.70,  -29.60,    0.00      
1950-03-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -8.15,  -30.45,    0.00      
1950-03-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -7.20,  -29.50,    0.00      
1950-03-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -6.60,  -28.70,    0.00      
1950-03-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -6.20,  -28.20,    0.00      
1950-03-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -5.90,  -27.70,    0.00      
1950-03-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -5.40,  -26.90,    0.00      
1950-03-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -6.25,  -28.19,    0.00      
1950-03-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -3.20,  -25.10,    0.00      
1950-03-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -2.70,  -24.10,    0.00      
1950-03-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -2.50,  -23.30,    0.00      
1950-03-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -2.30,  -22.50,    0.00      
1950-03-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -2.00,  -21.30,    0.00      
1950-03-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -2.55,  -23.25,    0.00      
1950-03-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -7.90,  -23.80,    0.00      
1950-03-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -7.70,  -23.40,    0.00      
1950-03-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -7.60,  -23.20,    0.00      
1950-03-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -7.30,  -22.90,    0.00      
1950-03-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -6.60,  -22.20,    0.20      
1950-03-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -7.47,  -23.13,    0.00      
1950-03-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -6.00,  -26.30,    0.00      
1950-03-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -5.70,  -25.50,    0.00      
1950-03-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -5.50,  -24.90,    0.00      
1950-03-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -5.30,  -24.50,    0.00      
1950-03-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -4.90,  -23.50,    0.00      
1950-03-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -5.49,  -25.00,    0.00      
1950-03-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -7.90,  -22.30,    0.10      
1950-03-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -7.30,  -21.60,    0.10      
1950-03-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -6.80,  -21.10,    0.20      
1950-03-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -6.40,  -20.10,    0.20      
1950-03-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -5.10,  -19.00,    0.20      
1950-03-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -6.80,  -20.86,    0.17      
1950-03-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,  -10.10,  -24.90,    0.40      
1950-03-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -9.60,  -24.20,    0.50      
1950-03-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -9.30,  -23.70,    0.60      
1950-03-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -9.20,  -23.40,    0.70      
1950-03-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -8.80,  -22.70,    0.90      
1950-03-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -9.38,  -23.78,    0.60      
1950-03-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -4.90,  -25.70,    0.00      
1950-03-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -4.40,  -24.50,    0.00      
1950-03-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -3.90,  -23.90,    0.10      
1950-03-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -3.10,  -23.10,    0.10      
1950-03-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -2.10,  -22.10,    0.10      
1950-03-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -3.74,  -23.85,    0.06      
1950-03-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -3.10,  -25.10,    0.00      
1950-03-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -2.40,  -24.00,    0.00      
1950-03-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -1.50,  -22.80,    0.00      
1950-03-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -1.10,  -22.40,    0.00      
1950-03-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -0.60,  -21.70,    0.00      
1950-03-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -1.73,  -23.17,    0.00      
1950-03-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -3.20,  -19.50,    0.10      
1950-03-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -2.20,  -18.60,    0.10      
1950-03-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -1.80,  -17.90,    0.10      
1950-03-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -1.40,  -17.50,    0.10      
1950-03-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -0.70,  -16.60,    0.20      
1950-03-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -1.86,  -18.05,    0.10      
