 Time,Division,Ensemble,Scenario,Percentile,tasmax,tasmin,pr
1950-05-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    5.94,  -10.31,    0.00      
1950-05-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   21.40,   -0.10,    0.00      
1950-05-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   22.20,    0.40,    0.00      
1950-05-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   22.90,    0.90,    0.00      
1950-05-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   23.30,    1.10,    0.00      
1950-05-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   23.70,    1.50,    0.00      
1950-05-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   22.74,    0.77,    0.00      
1950-05-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   17.30,   -0.20,    0.90      
1950-05-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   18.50,    1.00,    1.00      
1950-05-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   19.20,    2.00,    1.00      
1950-05-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   19.80,    3.00,    1.10      
1950-05-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   20.80,    4.70,    1.20      
1950-05-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   19.18,    2.02,    1.04      
1950-05-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   15.60,   -2.20,    0.00      
1950-05-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   16.20,   -1.70,    0.00      
1950-05-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   16.40,   -1.50,    0.00      
1950-05-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   16.70,   -1.30,    0.00      
1950-05-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   17.20,   -1.00,    0.00      
1950-05-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   16.40,   -1.52,    0.00      
1950-05-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   16.10,    0.30,    0.00      
1950-05-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   16.60,    1.00,    0.00      
1950-05-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   16.80,    1.30,    0.00      
1950-05-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   17.00,    1.60,    0.00      
1950-05-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   17.40,    2.00,    0.00      
1950-05-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   16.79,    1.27,    0.00      
1950-05-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   17.50,    0.70,    0.00      
1950-05-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   18.00,    1.40,    0.00      
1950-05-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   18.20,    1.60,    0.00      
1950-05-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   18.30,    2.00,    0.00      
1950-05-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   18.60,    2.50,    0.00      
1950-05-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   18.10,    1.64,    0.00      
1950-05-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   19.70,    2.70,    0.00      
1950-05-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   20.20,    3.40,    0.00      
1950-05-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   20.60,    3.90,    0.00      
1950-05-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   21.10,    4.60,    0.00      
1950-05-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   21.70,    6.00,    0.00      
1950-05-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   20.65,    4.02,    0.00      
1950-05-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    9.80,   -9.70,    1.80      
1950-05-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   10.80,   -9.00,    2.00      
1950-05-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   11.70,   -8.30,    2.30      
1950-05-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   12.70,   -7.50,    2.50      
1950-05-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   14.60,   -6.40,    2.70      
1950-05-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   11.76,   -8.26,    2.25      
1950-05-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    5.70,   -7.20,    0.00      
1950-05-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    6.60,   -6.30,    0.10      
1950-05-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    7.20,   -5.70,    0.20      
1950-05-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    8.10,   -5.00,    0.30      
1950-05-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    8.70,   -4.50,    0.70      
1950-05-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    7.24,   -5.69,    0.21      
1950-05-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    3.50,   -4.00,    1.90      
1950-05-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    4.10,   -3.50,    2.10      
1950-05-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    4.50,   -3.10,    2.20      
1950-05-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    5.00,   -2.50,    2.30      
1950-05-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    5.90,   -1.40,    2.70      
1950-05-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    4.59,   -2.96,    2.21      
1950-05-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    0.60,   -6.30,    2.20      
1950-05-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    1.10,   -5.90,    3.00      
1950-05-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    1.40,   -5.60,    3.30      
1950-05-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    1.70,   -5.20,    3.60      
1950-05-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    2.50,   -4.60,    4.10      
1950-05-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    1.43,   -5.54,    3.26      
1950-05-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    0.70,   -9.20,    0.20      
1950-05-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    2.30,   -8.10,    0.40      
1950-05-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    3.40,   -7.60,    0.60      
1950-05-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    4.40,   -7.40,    0.70      
1950-05-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    5.70,   -6.70,    1.20      
1950-05-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    3.35,   -7.76,    0.60      
1950-05-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   10.20,   -7.90,    0.00      
1950-05-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   10.50,   -7.30,    0.00      
1950-05-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   10.60,   -7.00,    0.00      
1950-05-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   10.70,   -6.80,    0.00      
1950-05-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   11.20,   -6.50,    0.00      
1950-05-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   10.61,   -7.09,    0.00      
1950-05-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   12.10,   -3.90,    0.00      
1950-05-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   12.30,   -3.30,    0.00      
1950-05-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   12.60,   -3.20,    0.00      
1950-05-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   13.00,   -3.10,    0.00      
1950-05-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   13.90,   -2.80,    0.00      
1950-05-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   12.70,   -3.22,    0.00      
1950-05-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   12.90,   -3.00,    0.00      
1950-05-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   13.60,   -2.70,    0.00      
1950-05-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   14.00,   -2.50,    0.00      
1950-05-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   14.20,   -2.30,    0.00      
1950-05-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   14.90,   -1.80,    0.10      
1950-05-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   13.89,   -2.50,    0.00      
1950-05-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   16.40,   -0.70,    0.00      
1950-05-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   17.10,    0.60,    0.00      
1950-05-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   17.30,    1.20,    0.10      
1950-05-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   17.90,    2.40,    0.20      
1950-05-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   18.50,    3.60,    0.30      
1950-05-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   17.48,    1.44,    0.10      
1950-05-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   21.40,    4.20,    0.00      
1950-05-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   21.80,    5.00,    0.00      
1950-05-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   22.00,    5.40,    0.00      
1950-05-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   22.10,    5.60,    0.00      
1950-05-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   22.40,    6.00,    0.00      
1950-05-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   21.92,    5.27,    0.00      
1950-05-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   21.30,    4.10,    0.00      
1950-05-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   22.40,    5.50,    0.20      
1950-05-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   22.90,    6.00,    0.30      
1950-05-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   23.50,    6.50,    0.40      
1950-05-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   24.40,    7.90,    0.60      
1950-05-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   22.90,    5.95,    0.30      
1950-05-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   25.50,    5.90,    0.10      
1950-05-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   26.50,    7.30,    0.40      
1950-05-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   26.90,    8.10,    0.50      
1950-05-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   27.30,    8.70,    0.70      
1950-05-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   28.00,    9.60,    0.90      
1950-05-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   26.90,    7.95,    0.52      
1950-05-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   28.50,   11.60,    0.20      
1950-05-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   29.40,   13.00,    0.40      
1950-05-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   29.60,   13.60,    0.40      
1950-05-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   29.80,   14.10,    0.50      
1950-05-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   30.00,   14.80,    1.10      
1950-05-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   29.54,   13.49,    0.47      
1950-05-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   29.20,   12.40,    0.00      
1950-05-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   29.80,   13.20,    0.00      
1950-05-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   30.10,   13.50,    0.00      
1950-05-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   30.40,   13.80,    0.10      
1950-05-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   30.90,   14.70,    0.30      
1950-05-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   30.06,   13.47,    0.03      
1950-05-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   27.00,   15.10,    0.00      
1950-05-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   27.50,   15.30,    0.50      
1950-05-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   28.20,   15.60,    0.60      
1950-05-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   29.20,   16.00,    1.70      
1950-05-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   30.30,   16.90,    2.40      
1950-05-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   28.39,   15.69,    0.94      
1950-05-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   25.50,   15.10,    3.80      
1950-05-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   25.90,   15.90,    5.00      
1950-05-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   26.10,   16.00,    6.30      
1950-05-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   26.40,   16.20,    7.10      
1950-05-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   28.10,   16.80,    8.20      
1950-05-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   26.24,   16.01,    6.11      
1950-05-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   22.60,    2.10,    0.00      
1950-05-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   24.20,    3.50,    0.00      
1950-05-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   24.90,    3.90,    0.70      
1950-05-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   25.50,    4.20,    1.20      
1950-05-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   26.40,    5.00,    2.60      
1950-05-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   24.75,    3.79,    0.74      
1950-05-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   11.00,   -1.20,    0.00      
1950-05-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   11.60,    0.40,    0.20      
1950-05-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   12.20,    1.30,    0.70      
1950-05-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   13.10,    2.30,    1.40      
1950-05-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   14.10,    3.40,    3.90      
1950-05-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   12.32,    1.28,    0.87      
1950-05-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    7.30,   -2.50,    0.10      
1950-05-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    9.10,   -1.20,    1.20      
1950-05-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   10.50,   -0.10,    2.30      
1950-05-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   11.90,    0.90,    3.50      
1950-05-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   13.00,    1.60,    6.30      
1950-05-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   10.40,   -0.19,    2.43      
1950-05-31 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    9.30,    1.60,    0.40      
1950-05-31 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   10.50,    2.50,    1.00      
1950-05-31 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   11.20,    3.20,    1.40      
1950-05-31 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   11.60,    3.70,    2.20      
1950-05-31 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   12.60,    4.80,    4.30      
1950-05-31 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   11.06,    3.12,    1.72      
1950-06-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    7.70,   -1.50,    3.20      
1950-06-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    8.30,   -1.10,    4.50      
1950-06-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    8.50,   -1.00,    5.20      
1950-06-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    8.80,   -0.80,    5.60      
1950-06-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    9.20,   -0.20,    6.30      
1950-06-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    8.50,   -0.94,    5.02      
1950-06-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    9.50,   -3.10,    1.60      
1950-06-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   10.20,   -2.60,    2.10      
1950-06-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   10.60,   -2.40,    2.50      
1950-06-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   11.20,   -2.20,    3.00      
1950-06-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   12.50,   -1.60,    3.60      
1950-06-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   10.74,   -2.41,    2.55      
1950-06-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   19.20,    2.20,    0.00      
1950-06-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   19.70,    2.60,    0.00      
1950-06-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   19.90,    2.70,    0.00      
1950-06-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   20.10,    2.90,    0.00      
1950-06-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   20.50,    3.70,    0.10      
1950-06-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   19.87,    2.79,    0.02      
1950-06-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   21.30,    4.60,    0.00      
1950-06-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   21.80,    5.40,    0.00      
1950-06-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   22.20,    5.60,    0.00      
1950-06-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   22.70,    5.80,    0.00      
1950-06-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   23.40,    6.20,    0.00      
1950-06-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   22.26,    5.56,    0.00      
1950-06-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   24.40,    8.70,    0.00      
1950-06-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   24.90,    9.20,    0.00      
1950-06-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   25.20,    9.40,    0.00      
1950-06-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   25.60,    9.50,    0.00      
1950-06-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   26.60,    9.70,    0.20      
1950-06-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   25.26,    9.31,    0.03      
1950-06-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   20.60,    9.90,    1.80      
1950-06-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   21.00,   10.60,    2.20      
1950-06-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   21.40,   11.00,    2.80      
1950-06-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   21.80,   11.20,    3.10      
1950-06-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   23.00,   11.90,    3.90      
1950-06-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   21.41,   10.92,    2.72      
1950-06-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   16.50,    2.10,    0.00      
1950-06-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   17.00,    2.50,    0.00      
1950-06-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   17.20,    2.70,    0.10      
1950-06-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   17.60,    3.10,    0.40      
1950-06-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   18.10,    3.50,    0.70      
1950-06-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   17.28,    2.79,    0.19      
1950-06-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   22.30,    5.90,    0.00      
1950-06-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   22.50,    6.60,    0.00      
1950-06-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   22.60,    6.90,    0.00      
1950-06-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   22.90,    7.10,    0.10      
1950-06-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   23.50,    7.40,    0.20      
1950-06-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   22.71,    6.83,    0.06      
1950-06-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   20.30,    5.80,    0.80      
1950-06-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   22.60,    6.20,    1.20      
1950-06-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   23.40,    6.30,    1.30      
1950-06-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   24.20,    6.40,    1.50      
1950-06-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   25.30,    6.80,    1.70      
1950-06-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   23.35,    6.29,    1.32      
1950-06-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   15.80,    2.60,    2.20      
1950-06-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   17.10,    3.00,    2.90      
1950-06-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   18.20,    3.20,    3.10      
1950-06-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   19.30,    3.40,    3.50      
1950-06-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   21.40,    4.30,    4.00      
1950-06-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   18.28,    3.22,    3.17      
1950-06-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   14.20,    3.70,    0.00      
1950-06-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   14.50,    4.20,    0.00      
1950-06-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   14.70,    4.30,    0.00      
1950-06-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   14.90,    4.40,    0.00      
1950-06-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   16.00,    4.70,    0.00      
1950-06-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   14.73,    4.28,    0.00      
1950-06-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   19.30,    5.60,    0.00      
1950-06-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   19.60,    5.90,    0.00      
1950-06-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   19.80,    6.00,    0.00      
1950-06-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   20.00,    6.10,    0.00      
1950-06-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   20.40,    6.30,    0.00      
1950-06-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   19.80,    6.00,    0.00      
1950-06-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   18.00,    5.00,    0.00      
1950-06-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   18.60,    5.80,    0.00      
1950-06-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   18.80,    6.10,    0.00      
1950-06-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   19.10,    6.70,    0.00      
1950-06-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   19.70,    7.20,    0.00      
1950-06-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   18.79,    6.19,    0.00      
1950-06-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   17.50,    5.00,    0.50      
1950-06-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   17.90,    5.40,    0.50      
1950-06-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   18.20,    5.60,    0.50      
1950-06-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   18.70,    5.70,    0.50      
1950-06-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   20.10,    6.40,    0.60      
1950-06-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   18.29,    5.54,    0.51      
1950-06-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   21.10,    5.40,    0.90      
1950-06-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   21.70,    7.20,    1.10      
1950-06-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   22.30,    7.60,    1.20      
1950-06-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   22.90,    7.90,    1.80      
1950-06-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   24.00,    8.50,    2.10      
1950-06-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   22.33,    7.46,    1.40      
1950-06-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   20.60,    8.10,    4.20      
1950-06-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   20.90,    8.80,    4.50      
1950-06-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   21.20,    9.20,    5.30      
1950-06-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   21.60,    9.30,    5.80      
1950-06-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   22.60,   10.10,    6.10      
1950-06-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   21.27,    9.08,    5.19      
1950-06-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   17.80,    6.00,    0.40      
1950-06-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   19.40,    7.40,    1.30      
